Name	Merit	View	Midpoint X (vox)	Midpoint Y (vox)	Midpoint Z (vox)	Apparent Width (vox)	Apparent Width (mm)	Incident Angle (deg)	Corrected Width (vox)	Corrected Width (mm)	Tile Mean App. Width (vox)	Tile SD App. Width (vox)	Tile Mean Corr. Width (vox)	Tile Mean Corr. Width (mm)	Feature Normal X	Feature Normal Y	Feature Normal Z 
Trace4	    0.0180210	Ortho Z	      401.354	      494.893	      1184.00	      3.95996	     0.131867	      10.0219	      3.89954	     0.129855	      4.04312	     0.209377	      3.98143	     0.132582	     0.983302	    0.0533924	     0.173972 
Trace4	    0.0151264	Ortho Z	      401.530	      493.862	      1184.00	      3.68921	     0.122851	      10.2953	      3.62981	     0.120873	      3.86220	     0.363705	      3.80001	     0.126540	     0.944183	     0.287871	     0.160153 
Trace4	    0.0233952	Ortho Z	      402.162	      492.917	      1184.00	      3.41205	     0.113621	      8.49401	      3.37463	     0.112375	      3.54271	     0.433392	      3.50385	     0.116678	     0.859221	     0.492454	     0.138665 
Trace4	    0.0149120	Ortho Z	      402.662	      491.835	      1184.00	      3.32637	     0.110768	      2.21000	      3.32390	     0.110686	      3.42164	     0.316409	      3.41909	     0.113856	     0.773224	     0.634054	  -0.00996455 
Trace4	   0.00473429	Ortho Z	      402.984	      490.523	      1184.00	      3.85760	     0.128458	      7.27227	      3.82656	     0.127425	      4.12011	     0.313345	      4.08696	     0.136096	     0.891837	     0.444745	   -0.0826284 
Trace4	    0.0161311	Ortho Z	      404.206	      489.807	      1184.00	      4.33409	     0.144325	      8.28931	      4.28881	     0.142817	      4.31350	     0.165735	      4.26844	     0.142139	     0.977499	     0.186570	   -0.0984279 
Trace4	    0.0125370	Ortho Z	      404.661	      488.686	      1184.00	      4.10764	     0.136784	      7.60510	      4.07151	     0.135581	      4.13889	     0.174177	      4.10248	     0.136613	     0.980185	     0.148702	    -0.130865 
Trace4	    0.0171594	Ortho Z	      404.035	      487.582	      1184.00	      4.08211	     0.135934	     0.268317	      4.08206	     0.135933	      4.12004	     0.151771	      4.11999	     0.137196	     0.996738	    0.0806693	  -0.00212917 
Trace4	   0.00773386	Ortho Z	      404.313	      486.580	      1184.00	      4.21159	     0.140246	      4.41550	      4.19909	     0.139830	      4.16371	     0.203887	      4.15135	     0.138240	     0.997772	    0.0139678	    0.0652359 
Trace4	   0.00203611	Ortho Z	      404.441	      485.570	      1184.00	      4.26181	     0.141918	      5.50271	      4.24217	     0.141264	      4.18771	     0.217529	      4.16841	     0.138808	     0.995838	   -0.0237433	    0.0880006 
Trace4	   0.00612522	Ortho Z	      404.679	      484.601	      1184.00	      4.04038	     0.134545	      8.16154	      3.99945	     0.133182	      4.12173	     0.150826	      4.07999	     0.135864	     0.988201	    0.0878822	     0.125441 
Trace4	    0.0129272	Ortho Z	      404.889	      483.601	      1184.00	      4.02849	     0.134149	      3.36679	      4.02154	     0.133917	      4.16397	     0.109763	      4.15678	     0.138421	     0.968919	     0.240568	    0.0576364 
Trace4	    0.0187606	Ortho Z	      404.981	      482.668	      1184.00	      4.28169	     0.142580	      3.34753	      4.27438	     0.142337	      4.24112	     0.133997	      4.23389	     0.140988	     0.942335	     0.334399	    0.0134685 
Trace4	    0.0142679	Ortho Z	      405.137	      481.534	      1184.00	      4.07044	     0.135546	      1.53723	      4.06897	     0.135497	      4.06510	     0.187054	      4.06363	     0.135319	     0.943702	     0.329908	   -0.0242336 
Trace4	    0.0220860	Ortho Z	      405.591	      480.597	      1184.00	      4.56981	     0.152175	      4.63080	      4.55489	     0.151678	      4.42381	     0.183513	      4.40936	     0.146832	     0.962194	     0.271542	   -0.0211409 
Trace4	    0.0585037	Ortho Z	      405.436	      479.600	      1184.00	      4.36206	     0.145257	      11.3906	      4.27615	     0.142396	      4.36312	     0.137723	      4.27718	     0.142430	     0.974418	     0.131779	    -0.182057 
Trace4	    0.0173703	Ortho Z	      406.016	      478.555	      1184.00	      3.89798	     0.129803	      20.5922	      3.64893	     0.121509	      4.00915	     0.263969	      3.75299	     0.124975	     0.928192	    -0.130530	    -0.348457 
Trace4	    0.0102724	Ortho Z	      405.399	      477.690	      1184.00	      4.15733	     0.138439	      19.3116	      3.92341	     0.130650	      4.11880	     0.148844	      3.88705	     0.129439	     0.890548	    -0.314569	    -0.328589 
Trace4	   0.00958648	Ortho Z	      404.644	      476.829	      1184.00	      3.89656	     0.129755	      14.4328	      3.77358	     0.125660	      4.07524	     0.152064	      3.94663	     0.131423	     0.910643	    -0.329594	    -0.249192 
Trace4	    0.0108091	Ortho Z	      404.536	      475.685	      1184.00	      3.98491	     0.132697	      15.5356	      3.83932	     0.127849	      4.16195	     0.212318	      4.00989	     0.133529	     0.920474	    -0.302756	    -0.247116 
Trace4	    0.0107605	Ortho Z	      404.477	      474.605	      1184.00	      4.07472	     0.135688	      9.93824	      4.01357	     0.133652	      4.35849	     0.251077	      4.29309	     0.142960	     0.976179	    -0.131511	    -0.172565 
Trace4	    0.0172183	Ortho Z	      404.634	      473.608	      1184.00	      4.29103	     0.142891	      5.45489	      4.27160	     0.142244	      4.42235	    0.0906171	      4.40232	     0.146597	     0.995571	  -0.00540628	   -0.0938566 
Trace4	    0.0168755	Ortho Z	      404.878	      472.612	      1184.00	      4.23069	     0.140882	     0.640576	      4.23042	     0.140873	      4.36910	     0.119200	      4.36883	     0.145482	     0.999910	   0.00757623	   -0.0110505 
Trace4	   0.00725427	Ortho Z	      404.121	      471.669	      1184.00	      4.12575	     0.137388	      6.30090	      4.10083	     0.136558	      4.22601	     0.108367	      4.20048	     0.139876	     0.992369	   -0.0587074	     0.108428 
Trace4	   0.00244712	Ortho Z	      404.239	      470.666	      1184.00	      4.04128	     0.134575	      8.58104	      3.99604	     0.133068	      4.17023	     0.143247	      4.12355	     0.137314	     0.988059	   -0.0412159	     0.148464 
Trace4	   0.00150075	Ortho Z	      404.358	      469.662	      1184.00	      3.91293	     0.130301	      11.4250	      3.83540	     0.127719	      4.07000	     0.118968	      3.98936	     0.132846	     0.979757	   -0.0289892	     0.198080 
Trace4	  0.000661863	Ortho Z	      403.883	      468.692	      1184.00	      4.16288	     0.138624	      13.4218	      4.04918	     0.134838	      4.22044	     0.101576	      4.10517	     0.136702	     0.968839	   -0.0881269	     0.231485 
Trace4	   0.00408257	Ortho Z	      404.782	      467.615	      1184.00	      4.09243	     0.136278	      14.9028	      3.95478	     0.131694	      4.08276	     0.165351	      3.94543	     0.131383	     0.963414	   -0.0754541	     0.257178 
Trace4	   0.00756394	Ortho Z	      404.619	      466.621	      1184.00	      3.97230	     0.132277	      18.3893	      3.76945	     0.125523	      4.34194	     0.318358	      4.12022	     0.137203	     0.947905	   -0.0457179	     0.315254 
Trace4	    0.0142816	Ortho Z	      404.620	      465.618	      1184.00	      4.08209	     0.135934	      19.3777	      3.85085	     0.128233	      4.26334	     0.238370	      4.02183	     0.133927	     0.931911	     0.154346	     0.328206 
Trace4	    0.0179443	Ortho Z	      404.705	      464.577	      1184.00	      4.05124	     0.134906	      16.1948	      3.89048	     0.129553	      3.98322	     0.149708	      3.82516	     0.127378	     0.930120	     0.239401	     0.278501 
Trace4	    0.0122855	Ortho Z	      405.242	      463.649	      1184.00	      3.99736	     0.133112	      13.6893	      3.88381	     0.129331	      4.08707	     0.116331	      3.97097	     0.132233	     0.937228	     0.256123	     0.236654 
Trace4	   0.00912384	Ortho Z	      405.014	      462.535	      1184.00	      4.07586	     0.135726	      11.0905	      3.99974	     0.133191	      4.13637	    0.0688780	      4.05912	     0.135169	     0.935769	     0.298278	     0.188062 
Trace4	    0.0112089	Ortho Z	      405.238	      461.499	      1184.00	      4.25371	     0.141649	      5.25535	      4.23583	     0.141053	      4.20419	     0.111317	      4.18652	     0.139411	     0.940470	     0.327749	    0.0899772 
Trace4	   0.00307900	Ortho Z	      405.695	      460.552	      1184.00	      4.43768	     0.147775	     0.685382	      4.43736	     0.147764	      4.33348	     0.122091	      4.33317	     0.144295	     0.969574	     0.244748	   0.00502163 
Trace4	   0.00118014	Ortho Z	      405.699	      459.534	      1184.00	      4.06974	     0.135522	      2.19199	      4.06676	     0.135423	      4.13803	     0.130481	      4.13500	     0.137695	     0.993482	     0.113769	  -0.00707774 
Trace4	   0.00712501	Ortho Z	      406.251	      458.604	      1184.00	      4.21952	     0.140510	      2.84096	      4.21433	     0.140337	      4.18776	     0.109746	      4.18262	     0.139281	     0.982115	     0.181714	   -0.0492898 
Trace4	   0.00727438	Ortho Z	      406.161	      457.619	      1184.00	      3.65768	     0.121801	      6.58213	      3.63357	     0.120998	      3.88319	     0.284243	      3.85760	     0.128458	     0.961551	     0.258649	   -0.0923089 
Trace4	   0.00533465	Ortho Z	      406.073	      456.511	      1184.00	      3.87160	     0.128924	      4.62774	      3.85898	     0.128504	      3.94019	     0.160044	      3.92735	     0.130781	     0.950322	     0.301944	   -0.0756148 
Trace4	   0.00940135	Ortho Z	      407.133	      455.777	      1184.00	      3.76172	     0.125265	      3.38032	      3.75518	     0.125047	      3.92062	     0.177449	      3.91380	     0.130329	     0.936810	     0.345025	   -0.0578330 
Trace4	    0.0100780	Ortho Z	      406.962	      454.566	      1184.00	      3.87259	     0.128957	      3.50031	      3.86537	     0.128717	      3.82645	     0.141756	      3.81932	     0.127183	     0.921357	     0.384383	    0.0578879 
Trace4	    0.0109217	Ortho Z	      407.960	      453.805	      1184.00	      3.93991	     0.131199	      6.90314	      3.91135	     0.130248	      3.96039	     0.132176	      3.93168	     0.130925	     0.925848	     0.358376	     0.119883 
Trace4	   0.00111076	Ortho Z	      408.078	      452.662	      1184.00	      4.02153	     0.133917	      11.3806	      3.94246	     0.131284	      4.12383	     0.158125	      4.04275	     0.134624	     0.948274	     0.249672	     0.196063 
Trace4	   0.00372533	Ortho Z	      408.139	      451.600	      1184.00	      4.35977	     0.145180	      12.4921	      4.25656	     0.141743	      4.24912	     0.118206	      4.14853	     0.138146	     0.941490	     0.258527	     0.216240 
Trace4	    0.0158558	Ortho Z	      408.566	      450.634	      1184.00	      4.38002	     0.145855	      19.6351	      4.12533	     0.137374	      4.17031	     0.175328	      3.92781	     0.130796	     0.875521	     0.351411	     0.331622 
Trace4	    0.0107466	Ortho Z	      408.504	      449.409	      1184.00	      4.20168	     0.139916	      27.5970	      3.72364	     0.123997	      4.24546	     0.351595	      3.76244	     0.125289	     0.774593	     0.437348	     0.456872 
Trace4	   0.00803130	Ortho Z	      409.618	      448.740	      1184.00	      3.98261	     0.132621	      28.7201	      3.49266	     0.116306	      3.97523	     0.204544	      3.48619	     0.116090	     0.785905	     0.400253	     0.471329 
Trace4	    0.0156528	Ortho Z	      410.005	      447.543	      1184.00	      4.06596	     0.135397	      25.3458	      3.67458	     0.122363	      3.96897	     0.135878	      3.58692	     0.119444	     0.798958	     0.423105	     0.427373 
Trace4	   0.00800010	Ortho Z	      410.246	      446.367	      1184.00	      4.14443	     0.138009	      16.7189	      3.96923	     0.132176	      4.06511	     0.203489	      3.89327	     0.129646	     0.919413	     0.268257	     0.287607 
Trace4	    0.0187359	Ortho Z	      410.395	      445.296	      1184.00	      4.06238	     0.135277	      16.6992	      3.89106	     0.129572	      4.01786	     0.200665	      3.84842	     0.128152	     0.896508	     0.337770	     0.286679 
Trace4	   0.00329749	Ortho Z	      410.755	      444.132	      1184.00	      3.91490	     0.130366	      15.8790	      3.76551	     0.125392	      3.90444	     0.230763	      3.75545	     0.125056	     0.826046	     0.500148	     0.259806 
Trace4	   0.00685372	Ortho Z	      411.519	      443.195	      1184.00	      3.50590	     0.116746	      21.0741	      3.27141	     0.108938	      3.52139	     0.192801	      3.28587	     0.109419	     0.705533	     0.630450	     0.323660 
Trace4	   0.00763998	Ortho Z	      412.419	      442.329	      1184.00	      3.90529	     0.130046	      24.2115	      3.56177	     0.118607	      3.76449	     0.263503	      3.43335	     0.114331	     0.845525	     0.397130	     0.356897 
Trace4	    0.0606820	Ortho Z	      413.755	      441.642	      1184.00	      4.18781	     0.139454	      12.8955	      4.08218	     0.135937	      4.71805	     0.962466	      4.59906	     0.153149	     0.877429	     0.464556	    -0.119611 
Trace4	    0.0404603	Ortho Z	      414.153	      440.434	      1184.00	      4.17121	     0.138901	      12.7015	      4.06914	     0.135502	      4.37384	     0.787024	      4.26681	     0.142085	     0.981506	    -0.188984	   -0.0305258 
Trace4	    0.0245255	Ortho Z	      413.158	      439.542	      1184.00	      3.90643	     0.130084	      17.4093	      3.72748	     0.124125	      4.07886	     0.203979	      3.89201	     0.129604	     0.967923	    0.0415071	     0.247794 
Trace4	    0.0343179	Ortho Z	      412.685	      438.517	      1184.00	      4.18744	     0.139442	      6.43017	      4.16109	     0.138564	      4.16510	     0.268649	      4.13890	     0.137825	     0.993807	    0.0246554	     0.108354 
Trace4	    0.0318974	Ortho Z	      412.917	      437.531	      1184.00	      4.10741	     0.136777	      1.14877	      4.10659	     0.136749	      4.29367	     0.301686	      4.29280	     0.142950	     0.994760	     0.101980	   0.00728795 
Trace4	    0.0438225	Ortho Z	      412.888	      436.540	      1184.00	      4.28810	     0.142794	      22.8126	      3.95268	     0.131624	      3.77088	     0.733064	      3.47591	     0.115748	     0.887970	    -0.405967	    -0.216101 
Trace4	     0.409379	Ortho Z	      412.557	      435.562	      1184.00	      2.70843	    0.0901908	      16.5537	      2.59618	    0.0864527	      3.35505	     0.919680	      3.21599	     0.107092	     0.928388	    -0.368543	   -0.0476597 
Trace4	     0.527644	Ortho Z	      403.072	      505.008	      1184.00	      3.89875	     0.129828	      27.7849	      3.44924	     0.114860	      3.59388	     0.531935	      3.17952	     0.105878	     0.881024	    0.0842563	     0.465507 
