Name	Merit	View	Midpoint X (vox)	Midpoint Y (vox)	Midpoint Z (vox)	Apparent Width (vox)	Apparent Width (mm)	Incident Angle (deg)	Corrected Width (vox)	Corrected Width (mm)	Tile Mean App. Width (vox)	Tile SD App. Width (vox)	Tile Mean Corr. Width (vox)	Tile Mean Corr. Width (mm)	Feature Normal X	Feature Normal Y	Feature Normal Z 
Trace2	     0.100732	Ortho Z	      357.414	      698.005	      100.000	      1.69431	    0.0564207	      8.52782	      1.67558	    0.0557969	      1.36573	     0.254552	      1.35064	    0.0449762	     0.949635	     0.311619	    0.0329741 
Trace2	    0.0424405	Ortho Z	      357.335	      697.014	      100.000	      1.56270	    0.0520379	      8.18781	      1.54677	    0.0515075	      1.48079	     0.176047	      1.46569	    0.0488076	     0.932558	     0.338510	     0.125483 
Trace2	    0.0537735	Ortho Z	      357.526	      695.964	      100.000	      1.25225	    0.0417000	     0.876395	      1.25211	    0.0416951	      1.50823	     0.193040	      1.50805	    0.0502181	     0.973203	     0.229440	    0.0152484 
Trace2	    0.0419290	Ortho Z	      358.294	      695.119	      100.000	      1.37692	    0.0458515	      7.75009	      1.36434	    0.0454327	      1.43074	    0.0956209	      1.41767	    0.0472084	     0.893361	     0.441788	   -0.0820334 
Trace2	    0.0400102	Ortho Z	      358.119	      693.926	      100.000	      1.38056	    0.0459728	      20.6315	      1.29202	    0.0430244	      1.34924	     0.123765	      1.26271	    0.0420482	     0.888800	     0.300907	    -0.345673 
Trace2	    0.0549760	Ortho Z	      358.409	      692.980	      100.000	     0.960761	    0.0319933	      30.0889	     0.831297	    0.0276822	      1.02492	     0.319179	     0.886808	    0.0295307	     0.882575	    -0.133253	    -0.450893 
Trace2	    0.0622937	Ortho Z	      358.140	      691.999	      100.000	     0.515353	    0.0171612	      32.1694	     0.436235	    0.0145266	     0.596252	     0.169883	     0.504714	    0.0168070	     0.861570	    -0.163835	    -0.480474 
Trace2	    0.0215933	Ortho Z	      357.855	      691.001	      100.000	     0.451229	    0.0150259	      34.0217	     0.373990	    0.0124539	     0.560430	     0.166566	     0.464499	    0.0154678	     0.762056	    -0.442419	    -0.472796 
Trace2	     0.165315	Ortho Z	      357.887	      690.070	      100.000	     0.743979	    0.0247745	      34.5623	     0.612674	    0.0204021	     0.600547	     0.149730	     0.494557	    0.0164687	     0.804337	     0.181280	    -0.565844 
Trace2	    0.0513740	Ortho Z	      346.056	      735.984	      100.000	      1.37206	    0.0456897	      12.7816	      1.33806	    0.0445575	      1.19922	     0.105948	      1.16951	    0.0389446	     0.904911	     0.370466	    -0.209500 
Trace2	    0.0927740	Ortho Z	      345.074	      736.729	      100.000	      1.00624	    0.0335077	      10.4495	     0.989549	    0.0329520	      1.16122	     0.111636	      1.14196	    0.0380272	     0.889348	     0.437893	    -0.131571 
Trace2	    0.0199781	Ortho Z	      345.817	      738.230	      100.000	      1.07226	    0.0357064	      15.5859	      1.03284	    0.0343934	      1.07898	     0.240329	      1.03930	    0.0346088	     0.938130	     0.232681	     0.256458 
Trace2	    0.0105282	Ortho Z	      345.380	      739.251	      100.000	     0.799088	    0.0266096	      14.3794	     0.774055	    0.0257760	     0.899741	     0.143019	     0.871554	    0.0290228	     0.959355	     0.140872	     0.244524 
Trace2	    0.0218236	Ortho Z	      344.892	      740.253	      100.000	     0.801896	    0.0267031	      10.9718	     0.787238	    0.0262150	     0.945685	     0.206192	     0.928399	    0.0309157	     0.964196	     0.184672	     0.190320 
Trace2	    0.0808390	Ortho Z	      344.059	      741.119	      100.000	      1.12606	    0.0374979	      5.26649	      1.12131	    0.0373396	      1.25152	     0.238175	      1.24624	    0.0414998	     0.951171	     0.300605	    0.0700694 
Trace2	    0.0297954	Ortho Z	      344.357	      742.325	      100.000	      1.44116	    0.0479905	      10.5496	      1.41680	    0.0471793	      1.44105	     0.118498	      1.41669	    0.0471759	     0.982153	     0.115140	    -0.148720 
Trace2	    0.0126176	Ortho Z	      345.136	      743.547	      100.000	     0.986466	    0.0328493	      5.70360	     0.981583	    0.0326867	      1.16200	     0.113987	      1.15624	    0.0385029	     0.992395	    -0.115003	   -0.0438918 
Trace2	    0.0364286	Ortho Z	      344.958	      744.504	      100.000	      1.27468	    0.0424469	      2.58032	      1.27339	    0.0424038	      1.15898	     0.151002	      1.15780	    0.0385548	     0.994934	   -0.0903165	   -0.0441467 
Trace2	    0.0208634	Ortho Z	      344.910	      745.440	      100.000	      1.09421	    0.0364371	      1.39098	      1.09388	    0.0364263	      1.05628	     0.167539	      1.05597	    0.0351639	     0.984793	    -0.172549	    0.0202554 
Trace2	    0.0242293	Ortho Z	      344.871	      746.318	      100.000	     0.968172	    0.0322401	      8.27324	     0.958097	    0.0319046	     0.984487	     0.118819	     0.974242	    0.0324423	     0.979836	    -0.160634	     0.118817 
Trace2	    0.0228635	Ortho Z	      345.033	      747.275	      100.000	     0.989401	    0.0329470	      11.2233	     0.970480	    0.0323170	     0.973233	    0.0892609	     0.954620	    0.0317889	     0.975915	   -0.0986101	     0.194592 
Trace2	    0.0102337	Ortho Z	      345.167	      748.179	      100.000	      1.01216	    0.0337048	      17.7149	     0.964163	    0.0321066	      1.03031	     0.108785	     0.981453	    0.0326824	     0.952340	   -0.0217756	     0.304262 
Trace2	   0.00547806	Ortho Z	      345.252	      749.150	      100.000	      1.15350	    0.0384115	      22.2651	      1.06749	    0.0355475	      1.08048	    0.0810281	     0.999922	    0.0332974	     0.925456	   0.00402083	     0.378833 
Trace2	   0.00265781	Ortho Z	      345.258	      750.148	      100.000	      1.13186	    0.0376908	      25.0706	      1.02522	    0.0341398	      1.07175	    0.0884221	     0.970779	    0.0323270	     0.904601	    0.0514780	     0.423140 
Trace2	   0.00194283	Ortho Z	      345.156	      751.138	      100.000	     0.900735	    0.0299945	      24.4693	     0.819834	    0.0273005	      1.01304	     0.129779	     0.922050	    0.0307043	     0.900822	     0.155213	     0.405499 
Trace2	    0.0174922	Ortho Z	      345.203	      752.151	      100.000	     0.977334	    0.0325452	      26.9574	     0.871141	    0.0290090	     0.971482	    0.0627522	     0.865925	    0.0288353	     0.863400	     0.232153	     0.447933 
Trace2	    0.0240384	Ortho Z	      344.942	      753.275	      100.000	     0.738145	    0.0245802	      20.0747	     0.693300	    0.0230869	     0.919852	     0.106131	     0.863967	    0.0287701	     0.884042	     0.317342	     0.343166 
Trace2	    0.0285496	Ortho Z	      345.118	      754.268	      100.000	     0.965528	    0.0321521	      13.7433	     0.937884	    0.0312316	     0.919225	    0.0552819	     0.892907	    0.0297338	     0.959519	     0.216913	     0.179644 
Trace2	    0.0117658	Ortho Z	      345.187	      755.287	      100.000	     0.877409	    0.0292177	      6.98212	     0.870902	    0.0290010	     0.893448	    0.0825731	     0.886822	    0.0295312	     0.990954	    0.0611354	     0.119468 
Trace2	    0.0303175	Ortho Z	      343.666	      756.193	      100.000	     0.902729	    0.0300609	      11.1640	     0.885647	    0.0294920	     0.977586	    0.0857822	     0.959087	    0.0319376	     0.981164	    0.0470234	     0.187367 
Trace2	    0.0517447	Ortho Z	      344.614	      757.385	      100.000	      1.12497	    0.0374616	      4.24447	      1.12189	    0.0373588	     0.958186	     0.114882	     0.955558	    0.0318201	     0.979590	     0.187344	    0.0728389 
Trace2	    0.0408786	Ortho Z	      343.609	      758.264	      100.000	      1.06315	    0.0354028	      5.23153	      1.05872	    0.0352554	     0.975943	     0.134259	     0.971877	    0.0323635	     0.953853	     0.287680	    0.0860524 
Trace2	    0.0176282	Ortho Z	      343.950	      759.483	      100.000	     0.813686	    0.0270957	      10.1421	     0.800971	    0.0266724	     0.861554	     0.110683	     0.848092	    0.0282415	     0.962052	     0.243981	     0.122188 
Trace2	    0.0302893	Ortho Z	      343.377	      760.435	      100.000	     0.785636	    0.0261617	      2.85678	     0.784660	    0.0261292	     0.860370	     0.179254	     0.859301	    0.0286147	     0.987250	     0.152157	    0.0467510 
Trace2	    0.0212148	Ortho Z	      342.899	      761.449	      100.000	     0.689984	    0.0229765	      1.21285	     0.689829	    0.0229713	     0.811447	     0.229407	     0.811265	    0.0270151	     0.971061	     0.238818	  -0.00231935 
Trace2	    0.0522102	Ortho Z	      342.901	      762.552	      100.000	     0.792223	    0.0263810	      6.93755	     0.786422	    0.0261879	     0.736959	     0.213461	     0.731563	    0.0243610	     0.935348	     0.338495	     0.102691 
Trace2	    0.0326040	Ortho Z	      341.958	      763.306	      100.000	     0.754960	    0.0251402	      20.1218	     0.708879	    0.0236057	     0.747607	     0.131123	     0.701975	    0.0233758	     0.869754	     0.353855	     0.343968 
Trace2	    0.0109423	Ortho Z	      342.341	      764.634	      100.000	     0.759571	    0.0252937	      20.1969	     0.712867	    0.0237385	     0.797309	     0.102271	     0.748284	    0.0249179	     0.910505	     0.236533	     0.339164 
Trace2	    0.0184872	Ortho Z	      341.707	      765.612	      100.000	     0.892691	    0.0297266	      18.1497	     0.848276	    0.0282476	     0.838283	     0.138767	     0.796575	    0.0265259	     0.949993	    0.0225237	     0.311459 
Trace2	    0.0167569	Ortho Z	      342.236	      766.634	      100.000	     0.877483	    0.0292202	      22.0062	     0.813552	    0.0270913	     0.824601	     0.133579	     0.764524	    0.0254586	     0.946469	    0.0233713	     0.321947 
Trace2	    0.0814896	Ortho Z	      341.901	      767.627	      100.000	     0.903936	    0.0301011	      12.6499	     0.881994	    0.0293704	     0.735726	     0.203416	     0.717867	    0.0239050	     0.963007	    -0.267803	    0.0299888 
Trace2	   0.00879858	Ortho Z	      342.562	      768.561	      100.000	     0.805616	    0.0268270	      14.2310	     0.780894	    0.0260038	     0.789843	     0.141227	     0.765604	    0.0254946	     0.960498	    -0.146758	     0.236444 
Trace2	     0.225671	Ortho Z	      342.449	      769.526	      100.000	     0.817512	    0.0272231	      12.2372	     0.798936	    0.0266046	     0.822377	     0.126479	     0.803691	    0.0267629	     0.958320	    -0.251541	     0.135462 
Trav3	    0.0191556	Ortho Z	      361.988	      674.997	      100.000	      1.42304	    0.0473872	      23.5146	      1.30487	    0.0434521	      1.48668	    0.0824756	      1.36322	    0.0453953	     0.893214	     0.207504	    -0.398887 
Trace4	   0.00829366	Ortho Z	      360.892	      674.743	      100.000	      1.54120	    0.0513221	      27.2640	      1.36998	    0.0456205	      1.52588	     0.185877	      1.35636	    0.0451668	     0.890081	    0.0968352	    -0.445398 
Trace4	    0.0191198	Ortho Z	      361.473	      674.111	      100.000	      1.43775	    0.0478770	      21.6634	      1.33620	    0.0444953	      1.35911	     0.137344	      1.26311	    0.0420617	     0.881600	     0.337938	    -0.329512 
Trace4	     0.102343	Ortho Z	      361.639	      672.842	      100.000	      1.02731	    0.0342095	      20.4124	     0.962805	    0.0320614	      1.32934	     0.217771	      1.24586	    0.0414873	     0.739727	     0.578601	    -0.343546 
Trace4	     0.128558	Ortho Z	      362.333	      671.894	      100.000	      1.68660	    0.0561638	      15.1623	      1.62789	    0.0542087	      1.44605	     0.218709	      1.39571	    0.0464773	     0.766543	     0.587640	    -0.259020 
Trace4	    0.0817849	Ortho Z	      363.004	      670.724	      100.000	      1.47827	    0.0492263	      6.74443	      1.46804	    0.0488856	      1.32423	     0.168196	      1.31507	    0.0437917	     0.949744	     0.311296	    0.0328842 
Trace4	    0.0388361	Ortho Z	      363.117	      669.526	      100.000	      1.51394	    0.0504143	      15.2514	      1.46062	    0.0486388	      1.35016	     0.146605	      1.30261	    0.0433768	     0.871431	     0.415123	     0.261305 
Trace4	    0.0505804	Ortho Z	      364.215	      668.787	      100.000	      1.45050	    0.0483016	      11.7564	      1.42007	    0.0472883	      1.30480	     0.170039	      1.27743	    0.0425383	     0.927036	     0.314794	     0.203737 
Trace4	    0.0529741	Ortho Z	      364.286	      667.557	      100.000	      1.00959	    0.0336195	      11.6634	     0.988748	    0.0329253	      1.11155	     0.108813	      1.08860	    0.0362504	     0.948181	     0.309429	    0.0721482 
Trace4	    0.0191379	Ortho Z	      365.316	      666.766	      100.000	      1.24463	    0.0414461	      7.03014	      1.23527	    0.0411345	      1.15634	    0.0870814	      1.14764	    0.0382165	     0.932677	     0.352998	   -0.0742018 
Trace4	    0.0206725	Ortho Z	      365.236	      665.514	      100.000	     0.893520	    0.0297542	      10.9544	     0.877239	    0.0292121	      1.01844	     0.156426	     0.999887	    0.0332962	     0.864484	     0.468588	    -0.181916 
Trace4	    0.0119532	Ortho Z	      365.744	      664.567	      100.000	     0.904894	    0.0301330	      16.9736	     0.865476	    0.0288203	     0.958639	     0.103886	     0.916880	    0.0305321	     0.870280	     0.405154	    -0.280113 
Trace4	   0.00831494	Ortho Z	      366.566	      663.736	      100.000	     0.860815	    0.0286651	      17.3647	     0.821583	    0.0273587	     0.922551	     0.112707	     0.880505	    0.0293208	     0.885144	     0.356996	    -0.298453 
Trace4	    0.0107709	Ortho Z	      366.810	      662.656	      100.000	     0.900062	    0.0299721	      16.0571	     0.864948	    0.0288028	     0.915986	     0.123473	     0.880250	    0.0293123	     0.920182	     0.281982	    -0.271571 
Trace4	   0.00671313	Ortho Z	      366.687	      661.609	      100.000	      1.05133	    0.0350091	      20.3766	     0.985538	    0.0328184	      1.03222	     0.139716	     0.967625	    0.0322219	     0.915144	     0.206937	    -0.345961 
Trace4	   0.00805853	Ortho Z	      367.498	      660.703	      100.000	      1.18097	    0.0393261	      19.2711	      1.11479	    0.0371226	      1.15725	     0.175073	      1.09241	    0.0363773	     0.934304	     0.134951	    -0.329946 
Trace4	    0.0104970	Ortho Z	      367.344	      659.655	      100.000	      1.34434	    0.0447665	      15.9315	      1.29270	    0.0430470	      1.25561	     0.179133	      1.20739	    0.0402060	     0.954379	     0.120690	    -0.273120 
Trace4	    0.0134178	Ortho Z	      367.373	      658.632	      100.000	      1.40794	    0.0468845	      13.0764	      1.37143	    0.0456687	      1.26512	     0.165921	      1.23231	    0.0410360	     0.960514	     0.161947	    -0.226245 
Trace4	   0.00776043	Ortho Z	      367.847	      657.693	      100.000	      1.10520	    0.0368032	      10.4115	      1.08701	    0.0361973	      1.08625	     0.120025	      1.06837	    0.0355766	     0.947001	     0.270887	    -0.172655 
Trace4	    0.0158876	Ortho Z	      367.595	      656.646	      100.000	      1.00113	    0.0333375	      10.5878	     0.984083	    0.0327699	      1.03445	     0.149767	      1.01684	    0.0338607	     0.974564	     0.128497	    -0.183612 
Trace4	   0.00602726	Ortho Z	      368.151	      655.673	      100.000	      1.01180	    0.0336931	      7.29004	      1.00363	    0.0334207	      1.02081	     0.154868	      1.01256	    0.0337181	     0.992585	   0.00715561	    -0.121343 
Trace4	    0.0145225	Ortho Z	      367.586	      654.616	      100.000	      1.20058	    0.0399794	      5.15584	      1.19572	    0.0398176	      1.12573	     0.154843	      1.12117	    0.0373350	     0.995198	    0.0532539	   -0.0821274 
Trace4	    0.0221605	Ortho Z	      368.730	      653.770	      100.000	      1.30877	    0.0435821	      3.78334	      1.30592	    0.0434872	      1.23574	     0.218366	      1.23305	    0.0410606	     0.988721	     0.135385	    0.0640474 
Trace4	    0.0322486	Ortho Z	      368.707	      652.696	      100.000	      1.54008	    0.0512848	      11.4381	      1.50950	    0.0502662	      1.49676	     0.154377	      1.46703	    0.0488521	     0.939464	     0.279870	     0.197688 
Trace4	    0.0218587	Ortho Z	      368.479	      651.563	      100.000	      1.49762	    0.0498709	      11.2137	      1.46903	    0.0489188	      1.49325	     0.119472	      1.46474	    0.0487759	     0.892936	     0.406091	     0.194306 
Trace4	    0.0240139	Ortho Z	      369.185	      650.688	      100.000	      1.48144	    0.0493320	      4.73377	      1.47639	    0.0491637	      1.57813	     0.129282	      1.57275	    0.0523725	     0.957290	     0.277506	    0.0811514 
Trace4	    0.0514602	Ortho Z	      369.743	      649.751	      100.000	      1.43059	    0.0476387	      3.76376	      1.42750	    0.0475359	      1.60693	     0.148134	      1.60347	    0.0533955	     0.991251	     0.115220	   -0.0643791 
Trace4	    0.0178563	Ortho Z	      369.137	      648.659	      100.000	      1.55033	    0.0516259	      10.2888	      1.52540	    0.0507958	      1.60144	     0.146288	      1.57569	    0.0524705	     0.983832	    0.0161516	    -0.178366 
Trace4	    0.0168233	Ortho Z	      369.618	      647.745	      100.000	      1.64746	    0.0548605	      14.4394	      1.59542	    0.0531276	      1.60440	     0.149189	      1.55372	    0.0517389	     0.952488	     0.184868	    -0.242055 
Trace4	   0.00746452	Ortho Z	      370.079	      646.795	      100.000	      1.52466	    0.0507713	      13.4295	      1.48297	    0.0493830	      1.66166	     0.163283	      1.61623	    0.0538204	     0.927674	     0.293940	    -0.230260 
Trace4	   0.00348404	Ortho Z	      370.771	      645.878	      100.000	      1.48799	    0.0495502	      9.65289	      1.46693	    0.0488486	      1.55325	     0.107618	      1.53126	    0.0509910	     0.943793	     0.284996	    -0.167428 
Trace4	   0.00470625	Ortho Z	      370.098	      644.592	      100.000	      1.76102	    0.0586420	      9.49381	      1.73690	    0.0578388	      1.72264	    0.0901151	      1.69904	    0.0565781	     0.949748	     0.268009	    -0.161708 
Trace4	   0.00459633	Ortho Z	      370.956	      643.706	      100.000	      1.72810	    0.0575456	      9.89137	      1.70241	    0.0566902	      1.62295	    0.0696930	      1.59882	    0.0532408	     0.973259	     0.152505	    -0.171780 
Trace4	   0.00677074	Ortho Z	      370.741	      642.679	      100.000	      1.62321	    0.0540529	      4.74866	      1.61764	    0.0538673	      1.55861	     0.183280	      1.55326	    0.0517235	     0.992024	    0.0950637	   -0.0827683 
Trace4	    0.0306398	Ortho Z	      371.115	      641.624	      100.000	      1.38780	    0.0462139	      13.1634	      1.35134	    0.0449996	      1.43971	     0.179585	      1.40188	    0.0466825	     0.955804	    -0.192885	    -0.221889 
Trace4	    0.0469199	Ortho Z	      370.374	      640.784	      100.000	      1.67388	    0.0557403	      23.6582	      1.53320	    0.0510556	      1.53545	     0.283211	      1.40641	    0.0468334	     0.862217	    -0.309895	    -0.400683 
Trace4	    0.0602137	Ortho Z	      370.061	      639.779	      100.000	      1.55584	    0.0518096	      34.5471	      1.28149	    0.0426735	      1.44515	     0.299238	      1.19031	    0.0396375	     0.776824	    -0.274540	    -0.566720 
Trace4	    0.0301663	Ortho Z	      369.772	      638.743	      100.000	      1.23794	    0.0412232	      37.8497	     0.977503	    0.0325508	      1.38010	     0.176018	      1.08976	    0.0362889	     0.738110	    -0.280555	    -0.613581 
Trace4	    0.0611974	Ortho Z	      369.206	      637.815	      100.000	      1.35258	    0.0450410	      34.2541	      1.11798	    0.0372286	      1.35800	     0.153032	      1.12245	    0.0373777	     0.775935	    -0.284797	    -0.562864 
Trace4	    0.0428193	Ortho Z	      368.851	      636.847	      100.000	      1.50199	    0.0500162	      27.1318	      1.33671	    0.0445124	      1.38324	     0.129643	      1.23103	    0.0409933	     0.860280	    -0.228157	    -0.455919 
Trace4	    0.0128236	Ortho Z	      368.478	      635.880	      100.000	      1.60208	    0.0533491	      21.5422	      1.49017	    0.0496226	      1.51262	     0.148831	      1.40696	    0.0468519	     0.908786	    -0.198330	    -0.367116 
